Date,Price_abev3,Price_bbdc3,Price_itub3,Price_itsa3,Price_wege3
2020-05-04,9.91,14.27,20.68,7.11,19.65
2020-05-05,10.06,14.25,21.37,7.16,19.24
2020-05-06,9.97,13.92,21.08,7.09,19.15
2020-05-07,9.72,13.47,20.39,6.9,19.28
2020-05-08,10.14,14.07,20.92,7.06,18.86
2020-05-11,10.06,13.82,21.28,6.97,19.15
2020-05-12,9.87,13.38,20.49,6.7,18.49
2020-05-13,9.49,13.28,20.44,6.92,18.74
2020-05-14,9.89,13.86,21.07,6.95,18.42
2020-05-15,9.81,13.37,20.24,6.65,17.96
2020-05-18,10.19,14.01,20.96,6.93,18.06
2020-05-19,10.06,13.53,20.21,6.75,18.21
2020-05-20,10.23,13.79,20.34,6.79,18.56
2020-05-21,10.01,14.63,21.09,7.06,18.47
2020-05-22,9.89,14.4,21.21,7.26,18.37
2020-05-25,10.34,15.55,22.23,7.46,18.76
2020-05-26,10.56,14.85,21.47,7.25,19.93
2020-05-27,11.27,15.08,22.29,7.31,20.01
2020-05-28,10.8,14.95,21.78,7.24,20.06
2020-05-29,10.51,15.06,21.51,7.22,20.63
2020-06-01,10.61,15.54,22.12,7.42,20.79
2020-06-02,10.93,16.13,23.29,7.68,20.92
2020-06-03,11.16,16.86,24.03,7.91,21.01
2020-06-04,11.27,16.93,24.72,7.98,21.6
2020-06-05,11.84,17.31,25.24,7.98,21.86
2020-06-08,12.3,18.14,25.81,8.17,22.59
2020-06-09,12.06,17.96,25.54,8.18,22.59
2020-06-10,11.76,17.24,24.63,7.98,22.19
2020-06-12,11.43,16.84,24.0,7.77,21.82
2020-06-15,11.31,16.55,23.35,7.63,21.83
2020-06-16,11.17,17.09,23.84,7.72,22.08
2020-06-17,11.6,17.32,24.05,7.9,22.77
2020-06-18,11.52,17.31,24.67,8.01,22.75
2020-06-19,11.66,16.93,25.89,7.91,22.79
2020-06-22,11.89,16.63,24.83,7.91,22.49
2020-06-23,11.74,16.64,24.61,7.91,22.75
2020-06-24,11.52,16.27,24.08,7.77,22.71
2020-06-25,11.95,16.62,24.22,7.83,24.27
2020-06-26,11.75,16.15,23.65,7.67,24.66
2020-06-29,12.01,16.56,24.26,7.74,24.64
2020-06-30,11.91,16.05,23.54,7.6,24.98
2020-07-01,12.1,16.32,23.86,7.74,25.54
2020-07-02,11.94,16.47,24.12,7.9,26.02
2020-07-03,11.91,16.47,24.09,7.97,26.22
2020-07-06,12.1,17.57,24.89,8.1,25.84
2020-07-07,12.17,16.85,24.3,7.94,26.18
2020-07-08,12.39,17.42,24.69,8.05,26.37
2020-07-09,12.33,17.2,24.67,8.05,26.45
2020-07-10,12.51,17.33,24.8,8.04,26.56
2020-07-13,11.79,16.98,24.52,7.98,26.68
2020-07-14,11.72,17.22,24.74,7.99,26.22
2020-07-15,12.04,17.58,24.89,8.01,26.39
2020-07-16,11.84,17.29,24.53,7.99,26.49
2020-07-17,11.93,17.62,24.63,8.08,28.21
2020-07-20,11.9,17.84,24.88,8.13,29.22
2020-07-21,12.37,18.14,25.12,8.24,29.08
2020-07-22,12.39,17.92,24.83,8.32,33.12
2020-07-23,12.13,17.69,24.41,8.21,32.53
2020-07-24,12.58,17.56,24.29,8.21,32.4
2020-07-27,12.87,18.29,25.18,8.43,34.03
2020-07-28,12.71,18.15,25.15,8.4,32.69
2020-07-29,12.76,18.69,25.61,8.66,32.59
2020-07-30,12.26,18.22,25.28,8.59,33.09
2020-07-31,11.71,17.57,24.44,8.43,32.77
2020-08-03,11.55,17.5,24.75,8.4,32.39
2020-08-04,11.29,16.98,23.66,8.12,32.5
2020-08-05,11.1,17.08,18.45,8.22,33.18
2020-08-06,11.17,15.48,18.75,8.3,33.98
2020-08-07,11.21,15.38,18.41,8.24,33.31
2020-08-10,11.15,15.51,18.62,8.35,33.57
2020-08-11,11.3,15.31,18.48,8.24,32.78
2020-08-12,11.36,15.23,18.41,8.17,33.09
2020-08-13,11.13,14.79,17.91,8.1,33.52
2020-08-14,11.17,14.91,17.91,8.14,33.66
2020-08-17,10.83,14.51,17.55,8.05,33.07
2020-08-18,11.02,14.72,17.77,8.13,32.94
2020-08-19,10.83,14.67,17.71,7.95,32.05
2020-08-20,10.85,14.57,17.66,7.85,32.71
2020-08-21,10.93,14.64,17.69,7.73,32.89
2020-08-24,10.83,14.86,17.93,7.77,32.34
2020-08-25,10.74,14.86,17.86,7.67,33.23
2020-08-26,10.7,14.52,17.47,7.46,32.32
2020-08-27,10.68,14.83,17.64,7.52,32.25
2020-08-28,10.74,15.11,17.82,7.6,32.69
2020-08-31,10.37,14.42,17.31,7.49,31.44
2020-09-01,10.66,14.87,17.78,7.45,32.57
2020-09-02,10.75,14.87,17.71,7.4,32.51
2020-09-03,10.61,15.44,17.94,7.49,31.35
2020-09-04,10.61,15.42,18.24,7.52,31.38
2020-09-08,10.4,15.12,17.84,7.51,30.65
2020-09-09,10.4,15.16,17.74,7.59,31.59
2020-09-10,10.37,14.65,17.44,7.42,30.37
2020-09-11,10.14,14.32,17.2,7.35,30.21
2020-09-14,10.59,14.54,17.43,7.41,30.81
2020-09-15,10.86,14.35,17.25,7.37,31.18
2020-09-16,10.58,14.44,17.13,7.33,30.62
2020-09-17,11.09,14.5,17.14,7.41,30.57
2020-09-18,10.78,14.24,16.9,7.19,30.16
2020-09-21,10.72,13.99,16.79,7.22,30.85
2020-09-22,10.78,14.13,16.84,7.15,31.44
2020-09-23,10.48,13.76,16.52,7.0,30.41
2020-09-24,10.67,13.98,16.76,7.23,31.38
2020-09-25,10.82,13.95,16.72,7.28,31.26
2020-09-28,10.51,13.82,16.71,7.11,30.62
2020-09-29,10.4,13.57,16.37,7.0,31.61
2020-09-30,10.56,13.67,16.41,7.07,31.98
2020-10-01,10.7,13.69,16.49,7.11,32.57
2020-10-02,10.56,13.76,16.53,7.18,32.64
2020-10-05,10.79,14.06,16.57,7.12,34.17
2020-10-06,11.24,13.98,16.52,7.12,34.8
2020-10-07,11.4,13.8,16.46,7.12,35.62
2020-10-08,11.52,14.58,17.29,7.43,36.6
2020-10-09,11.43,14.55,17.23,7.34,37.44
2020-10-13,11.58,14.56,17.18,7.41,38.53
2020-10-14,11.63,14.59,17.05,7.36,39.23
2020-10-15,11.32,14.56,16.94,7.38,39.32
2020-10-16,11.18,14.17,16.66,7.24,39.94
2020-10-19,11.08,14.34,16.79,7.32,39.95
2020-10-20,11.27,14.88,17.35,7.47,40.67
2020-10-21,11.26,15.01,17.46,7.65,38.17
2020-10-22,11.43,15.52,18.17,7.56,39.97
2020-10-23,11.7,15.49,17.98,7.61,39.76
2020-10-26,11.96,15.67,18.15,7.72,40.28
2020-10-27,11.56,15.26,17.68,7.53,40.52
2020-10-28,11.26,14.34,16.98,7.28,38.53
2020-10-29,10.86,14.23,17.29,7.29,38.96
2020-10-30,10.26,13.8,16.88,7.19,36.92
2020-11-03,10.77,14.15,17.13,7.19,37.64
2020-11-04,10.8,14.15,17.8,7.31,40.02
2020-11-05,11.23,14.43,18.19,7.69,41.74
2020-11-06,11.16,14.44,18.26,7.65,40.89
2020-11-09,11.98,15.76,19.49,7.82,39.98
2020-11-10,12.81,16.64,20.01,8.08,38.47
2020-11-11,12.55,16.67,19.94,8.09,39.23
2020-11-12,12.32,16.08,19.41,7.89,39.34
2020-11-13,12.73,16.52,19.83,7.96,40.34
2020-11-16,12.94,17.25,20.37,8.0,39.71
2020-11-17,13.02,17.34,20.35,8.06,39.77
2020-11-18,12.5,16.94,19.88,7.88,39.48
2020-11-19,12.41,16.94,19.97,7.89,39.4
2020-11-20,12.13,16.78,19.75,7.84,38.95
2020-11-23,12.35,16.82,20.03,7.95,38.22
2020-11-24,12.43,17.44,20.47,8.05,37.46
2020-11-25,12.21,17.15,20.26,8.04,37.64
2020-11-26,12.15,16.86,19.9,7.91,37.83
2020-11-27,12.06,16.74,20.08,7.99,37.49
2020-11-30,11.78,16.46,19.8,7.68,35.82
2020-12-01,12.37,17.33,20.59,8.15,35.83
2020-12-02,12.54,17.49,20.61,8.09,35.65
2020-12-03,12.38,17.37,20.61,8.27,35.99
2020-12-04,12.42,17.46,20.72,8.22,34.95
2020-12-07,12.61,17.52,20.78,8.22,34.86
2020-12-08,12.68,17.33,20.64,8.23,35.39
2020-12-09,12.86,17.29,20.86,8.23,34.56
2020-12-10,13.22,18.04,21.47,8.34,34.56
2020-12-11,13.06,18.02,21.34,8.38,34.56
2020-12-14,12.91,18.06,21.0,8.38,34.35
2020-12-15,13.11,18.16,21.15,8.46,35.42
2020-12-16,13.33,18.58,21.66,8.53,35.68
2020-12-17,13.53,18.82,21.66,8.53,36.89
2020-12-18,13.71,18.67,21.62,8.54,35.47
2020-12-21,13.33,18.22,21.13,8.53,35.07
2020-12-22,13.41,18.51,21.26,8.43,35.47
2020-12-23,13.4,18.9,21.59,8.64,35.37
2020-12-28,13.64,19.06,21.92,8.66,36.77
2020-12-29,13.79,19.06,21.83,8.77,36.6
2020-12-30,13.53,18.69,21.53,8.68,36.89
2021-01-04,13.39,18.23,21.17,8.61,36.35
2021-01-05,13.67,18.14,21.12,8.54,38.58
2021-01-06,13.88,18.52,21.6,8.58,39.72
2021-01-07,13.88,19.05,22.29,8.87,41.24
2021-01-08,14.29,18.9,22.36,8.79,43.73
2021-01-11,13.92,18.62,21.92,8.51,42.39
2021-01-12,14.53,18.63,22.01,8.6,43.87
2021-01-13,13.98,18.28,21.67,8.56,43.97
2021-01-14,14.13,18.86,22.15,8.83,43.77
2021-01-15,13.86,18.16,21.51,8.49,41.97
2021-01-18,14.09,18.24,21.44,8.49,44.91
2021-01-19,14.14,17.9,21.27,8.37,43.64
2021-01-20,13.92,17.54,20.95,8.37,43.2
2021-01-21,13.56,17.23,20.63,8.25,42.69
2021-01-22,13.16,16.94,20.12,8.23,43.33
2021-01-26,13.38,16.58,19.7,8.14,43.32
2021-01-27,13.37,16.72,19.77,8.17,42.98
2021-01-28,13.5,17.23,20.53,8.31,42.85
2021-01-29,13.13,16.72,19.95,8.19,40.81
2021-02-01,13.55,17.08,20.35,8.21,41.18
2021-02-02,13.56,17.05,20.05,8.35,41.4
2021-02-03,13.62,17.15,19.98,8.31,43.19
2021-02-04,13.55,17.68,19.9,8.26,41.68
2021-02-05,13.48,17.56,19.8,8.3,41.16
2021-02-08,12.98,17.25,19.44,8.17,41.64
2021-02-09,13.0,17.41,19.56,8.18,41.41
2021-02-10,13.04,17.24,19.43,8.08,41.9
2021-02-11,12.99,17.29,19.44,8.1,42.37
2021-02-12,12.85,17.32,19.42,8.06,42.21
2021-02-17,13.27,17.15,19.47,8.05,40.89
2021-02-18,12.85,16.91,19.46,8.02,40.61
2021-02-19,12.94,16.85,19.3,7.99,40.54
2021-02-22,12.67,15.89,18.23,7.86,40.29
2021-02-23,12.76,16.62,19.29,7.96,40.75
2021-02-24,12.75,16.51,18.92,7.99,42.23
2021-02-25,12.31,16.09,18.41,7.79,38.72
2021-02-26,12.18,15.94,18.18,7.65,38.02
2021-03-01,11.96,15.42,17.67,7.44,38.16
2021-03-02,12.16,15.69,18.31,7.68,37.7
2021-03-03,12.31,16.01,18.31,7.75,37.67
2021-03-04,12.84,16.54,18.66,7.89,35.83
2021-03-05,13.1,17.45,19.32,8.04,35.74
2021-03-08,12.76,16.77,18.66,7.65,33.83
2021-03-09,13.17,16.8,18.9,7.82,34.98
2021-03-10,13.27,17.05,19.02,7.96,35.36
2021-03-11,13.11,17.39,19.08,7.81,35.19
2021-03-12,13.06,17.15,19.0,7.84,34.81
2021-03-15,13.29,17.32,19.18,7.8,35.82
2021-03-16,13.08,17.01,18.93,7.74,35.91
2021-03-17,13.4,17.61,19.45,7.94,35.81
2021-03-18,13.29,17.94,19.52,7.93,35.13
2021-03-19,13.46,18.05,19.53,7.93,35.2
2021-03-22,13.5,17.98,19.63,8.05,34.88
2021-03-23,13.1,17.8,19.29,7.88,35.04
2021-03-24,12.86,17.52,19.08,7.84,34.5
2021-03-25,13.02,17.87,19.36,7.92,34.77
2021-03-26,13.16,18.02,19.66,7.93,35.59
2021-03-29,13.29,18.15,19.47,8.03,35.29
2021-03-30,13.55,18.58,19.84,7.97,36.74
2021-03-31,13.28,18.22,19.59,7.86,36.5
2021-04-01,13.03,17.59,19.1,7.79,36.74
2021-04-05,13.27,17.8,19.2,7.88,37.65
2021-04-06,13.37,17.45,18.99,7.81,37.74
2021-04-07,13.22,17.33,18.99,7.83,37.28
2021-04-08,13.42,17.31,18.8,7.79,37.43
2021-04-09,13.35,17.18,18.72,7.76,36.96
2021-04-12,13.48,17.55,19.06,7.82,36.96
2021-04-13,13.58,17.45,19.06,7.77,36.7
2021-04-14,13.74,17.62,19.26,7.83,37.31
2021-04-15,13.79,17.68,19.26,7.85,38.33
2021-04-16,13.73,17.93,19.37,7.85,37.71
2021-04-19,13.67,17.71,19.19,7.81,37.1
2021-04-20,13.57,17.44,19.07,7.79,36.16
2021-04-22,13.81,17.3,19.06,7.8,35.67
2021-04-23,13.77,17.63,19.2,7.81,36.81
2021-04-26,13.55,17.63,19.11,7.85,36.53
2021-04-27,13.28,17.48,18.89,7.8,36.23
2021-04-28,13.22,18.32,19.61,7.93,35.73
2021-04-29,13.26,17.7,19.16,7.84,34.74
2021-04-30,12.98,17.63,19.14,7.84,34.27
2021-05-03,12.86,18.14,19.42,7.85,33.73
2021-05-04,12.72,17.58,18.7,7.74,32.99
2021-05-05,12.91,17.7,19.19,7.8,33.98
2021-05-06,14.06,17.76,18.94,7.81,33.02
2021-05-07,14.08,17.92,19.19,7.78,32.72
2021-05-10,14.34,18.33,19.52,7.91,31.63
2021-05-11,14.66,18.29,19.42,7.96,31.61
2021-05-12,14.66,17.9,19.14,7.81,30.61
2021-05-13,14.67,18.45,19.71,7.98,31.13
2021-05-14,14.93,18.57,20.02,7.99,31.42
2021-05-17,15.12,18.59,20.12,8.31,31.49
2021-05-18,15.14,18.79,20.11,8.2,31.72
2021-05-19,15.26,18.89,20.29,8.23,30.94
2021-05-20,15.24,19.1,20.5,8.24,31.19
2021-05-21,15.3,19.16,20.47,8.3,31.04
2021-05-24,15.32,19.22,20.54,8.23,31.96
2021-05-25,15.3,19.04,20.43,8.27,32.28
2021-05-26,15.18,19.49,20.65,8.37,32.11
2021-05-27,15.37,19.55,20.58,8.24,32.12
2021-05-28,15.51,19.51,20.77,8.37,33.68
2021-05-31,15.6,19.51,20.84,8.32,33.43
2021-06-01,16.31,19.86,21.44,8.57,33.47
2021-06-02,16.83,20.46,22.02,8.69,32.75
2021-06-04,16.84,20.57,22.41,8.9,33.5
2021-06-07,17.03,20.85,22.88,9.04,33.41
2021-06-08,17.02,20.77,22.71,8.89,33.3
2021-06-09,16.78,20.48,23.04,8.82,33.53
2021-06-10,16.79,20.63,23.07,8.82,33.22
2021-06-11,16.46,20.37,22.78,8.59,33.49
2021-06-14,16.93,20.37,22.63,8.59,34.15
2021-06-15,16.62,20.34,22.64,8.64,34.71
2021-06-16,16.59,20.38,23.02,8.65,34.1
2021-06-17,16.52,20.27,22.81,8.59,33.7
2021-06-18,16.3,19.98,22.29,8.55,34.45
2021-06-21,16.27,19.97,22.47,8.52,34.51
2021-06-22,15.89,19.73,22.35,8.52,33.57
2021-06-23,15.63,19.7,22.16,8.47,33.24
2021-06-24,15.6,19.7,22.1,8.46,33.61
2021-06-25,14.73,19.19,21.51,8.3,32.85
2021-06-28,15.2,19.05,21.28,8.2,33.31
2021-06-29,15.02,18.89,21.13,8.17,33.99
2021-06-30,14.83,18.67,20.99,8.12,33.0
2021-07-01,14.94,18.49,20.82,8.04,33.55
2021-07-02,15.14,18.79,20.94,8.15,34.54
2021-07-05,15.59,18.56,20.76,8.1,34.2
2021-07-06,15.25,18.28,20.57,8.05,33.84
2021-07-07,15.44,18.42,20.79,8.22,35.32
2021-07-08,15.08,18.15,20.59,8.21,34.02
2021-07-12,15.34,18.54,20.9,8.26,34.85
2021-07-13,15.47,18.6,20.94,8.34,34.46
2021-07-14,15.56,18.84,21.1,8.39,34.29
2021-07-15,15.31,18.75,20.68,8.29,34.21
2021-07-16,15.14,18.42,20.42,8.27,33.59
2021-07-19,14.78,18.17,20.22,8.09,33.48
2021-07-20,14.8,18.36,20.57,8.12,33.84
2021-07-21,14.94,18.45,20.61,8.2,33.75
2021-07-22,14.8,18.27,20.41,8.18,34.38
2021-07-23,14.55,18.09,20.36,8.13,34.09
2021-07-26,14.85,18.22,20.7,8.21,33.94
2021-07-27,14.7,18.27,20.9,8.21,33.69
2021-07-28,15.06,18.62,21.61,8.31,36.44
2021-07-29,14.88,18.52,21.78,8.31,35.39
2021-07-30,14.46,18.06,21.57,8.12,34.98
2021-08-02,14.65,18.21,21.77,8.3,36.06
2021-08-03,14.83,18.33,21.95,8.31,35.83
2021-08-04,14.45,17.68,21.31,8.17,35.49
2021-08-05,14.44,17.38,21.51,8.17,35.28
2021-08-06,14.86,17.75,21.96,8.32,35.66
2021-08-09,14.91,17.73,22.12,8.42,35.58
2021-08-10,14.52,17.42,21.83,8.3,35.51
2021-08-11,14.4,17.54,22.06,8.47,35.57
2021-08-12,14.41,17.36,21.69,8.2,34.94
2021-08-13,14.47,17.48,21.94,8.27,35.2
2021-08-16,14.25,17.3,21.65,8.18,33.86
2021-08-17,14.18,17.29,21.68,8.04,34.13
2021-08-18,14.31,17.06,21.77,8.17,33.04
2021-08-19,14.94,17.17,21.55,8.12,34.62
2021-08-20,15.24,17.1,21.66,8.11,35.4
2021-08-23,15.08,17.13,21.88,8.12,35.18
2021-08-24,15.28,17.63,22.33,8.26,35.09
2021-08-25,15.27,17.58,22.51,8.27,35.8
2021-08-26,14.87,17.23,22.14,8.17,36.18
2021-08-27,14.81,17.45,22.42,8.28,36.31
2021-08-30,14.93,17.3,22.38,8.19,36.09
2021-08-31,14.86,17.45,22.58,8.29,34.99
2021-09-01,15.0,17.47,22.98,8.42,35.71
2021-09-02,14.35,16.81,22.08,8.18,35.17
2021-09-03,14.39,16.81,21.68,8.11,35.67
2021-09-06,14.94,16.98,22.16,8.29,35.8
2021-09-08,14.08,15.9,20.98,7.88,35.9
2021-09-09,14.17,16.02,21.29,7.96,38.22
2021-09-10,13.99,15.85,21.15,7.95,38.04
2021-09-13,14.21,16.12,21.42,8.0,38.27
2021-09-14,14.28,16.0,21.25,8.15,38.75
2021-09-15,13.92,15.88,20.96,7.99,39.2
2021-09-16,14.01,15.58,20.97,8.01,39.26
2021-09-17,13.68,15.14,20.41,7.86,38.56
2021-09-20,13.56,14.62,20.03,7.62,38.26
2021-09-21,13.61,14.81,20.01,7.75,39.11
2021-09-22,13.66,15.14,20.49,7.87,39.92
2021-09-23,13.8,15.66,21.19,8.02,40.51
2021-09-24,13.76,15.45,20.9,7.92,40.68
2021-09-27,13.75,15.78,21.45,8.03,40.22
2021-09-28,13.42,15.42,20.92,7.93,40.04
2021-09-29,13.46,15.65,21.24,8.06,39.25
2021-09-30,13.29,15.64,21.3,8.08,39.01
2021-10-01,13.27,15.98,21.99,8.21,39.54
2021-10-04,13.07,15.4,21.47,8.04,38.18
2021-10-05,13.19,15.75,21.6,8.11,36.95
2021-10-06,13.12,15.82,21.74,8.15,36.93
2021-10-07,13.1,15.48,21.4,8.04,36.97
2021-10-08,13.35,15.72,21.52,8.12,38.05
2021-10-11,13.24,15.42,21.09,8.02,38.02
2021-10-13,13.48,15.5,21.07,8.02,39.95
2021-10-14,13.46,15.35,20.91,7.92,39.97
2021-10-15,13.49,16.03,21.31,8.04,39.49
2021-10-18,13.57,16.2,21.56,8.11,39.73
2021-10-19,13.15,15.67,21.0,7.81,38.74
2021-10-20,13.34,16.18,21.55,8.01,39.49
2021-10-21,13.15,15.78,21.27,7.66,38.74
2021-10-22,13.03,15.26,20.48,7.52,38.28
2021-10-25,13.27,15.51,20.95,7.67,38.93
2021-10-26,13.17,15.15,20.75,7.59,39.04
2021-10-27,13.22,15.4,20.82,7.66,38.59
2021-10-28,14.51,15.26,20.69,7.53,37.24
2021-10-29,14.76,14.9,20.28,7.39,36.42
2021-11-01,15.08,15.39,21.01,7.53,36.38
2021-11-03,15.49,15.35,21.24,7.64,37.09
2021-11-04,15.54,14.52,20.19,7.43,37.13
2021-11-05,15.55,15.1,19.94,7.39,37.09
2021-11-08,15.41,14.81,19.89,7.31,36.52
2021-11-09,15.54,14.69,19.68,7.24,36.22
2021-11-10,15.42,15.38,20.17,7.38,35.71
2021-11-11,15.3,15.53,20.18,7.38,35.93
2021-11-12,15.21,15.59,20.15,7.38,35.09
2021-11-16,15.21,15.55,19.93,7.23,34.83
2021-11-17,15.24,15.6,19.9,7.27,35.21
2021-11-18,15.29,15.41,19.56,7.18,35.36
2021-11-19,15.11,15.44,19.53,7.24,35.23
2021-11-22,15.05,15.24,19.5,7.13,34.13
2021-11-23,14.94,15.61,19.67,7.23,33.63
2021-11-24,14.86,15.89,20.2,7.34,33.01
2021-11-25,14.97,15.95,20.37,7.35,33.27
2021-11-26,14.5,15.39,19.91,7.2,32.18
2021-11-29,14.2,15.31,19.83,7.23,31.91
2021-11-30,13.95,14.94,19.66,7.06,31.73
2021-12-01,13.78,14.86,19.59,7.1,31.98
2021-12-02,13.91,15.6,20.22,7.32,32.21
2021-12-03,13.9,15.65,20.26,7.23,32.27
2021-12-06,13.97,15.83,20.44,7.28,32.5
2021-12-07,13.99,15.62,20.16,7.28,34.02
2021-12-08,13.97,15.58,19.98,7.26,35.48
2021-12-09,13.74,15.11,19.53,7.16,35.93
2021-12-10,13.86,15.11,19.54,7.18,35.24
2021-12-13,13.91,14.86,19.11,7.08,35.05
2021-12-14,14.05,15.07,19.19,7.25,34.74
2021-12-15,13.97,15.06,19.15,7.21,35.06
2021-12-16,13.99,15.22,19.34,7.22,35.05
2021-12-17,13.96,14.79,18.9,7.22,34.31
2021-12-20,13.92,14.51,18.68,7.11,33.51
2021-12-21,13.9,14.45,18.61,7.15,33.42
2021-12-22,13.89,14.48,18.78,7.06,33.18
2021-12-23,14.04,14.46,18.86,7.08,32.98
2021-12-27,14.02,14.62,19.04,7.1,32.68
2021-12-28,14.01,14.61,18.97,7.18,32.8
2021-12-29,13.95,14.5,18.91,7.2,32.26
2021-12-30,13.92,14.41,18.69,7.13,32.5
2022-01-03,13.84,14.73,18.99,7.05,31.55
2022-01-04,13.82,14.8,19.41,7.09,31.39
2022-01-05,13.55,14.7,19.02,7.08,29.74
2022-01-06,13.33,14.86,19.36,7.05,29.73
2022-01-07,13.12,14.93,19.66,7.22,28.98
2022-01-10,13.23,15.12,19.77,7.18,28.14
2022-01-11,13.25,15.27,20.06,7.24,28.61
2022-01-12,13.43,15.14,20.07,7.3,29.78
2022-01-13,13.53,15.31,20.32,7.48,28.53
2022-01-14,13.63,15.54,20.33,7.52,30.25
2022-01-17,13.36,15.63,20.27,7.45,29.9
2022-01-18,13.16,15.72,20.4,7.58,30.09
2022-01-19,13.13,15.7,20.24,7.59,30.05
2022-01-20,13.08,15.63,20.07,7.62,30.29
2022-01-21,13.26,15.55,20.07,7.49,30.16
2022-01-24,13.27,15.71,20.07,7.49,29.46
2022-01-25,13.6,16.25,20.7,7.69,29.76
2022-01-26,13.54,16.26,20.9,7.77,30.29
2022-01-27,13.9,16.37,21.05,7.81,31.92
2022-01-28,13.48,16.57,21.31,7.87,31.16
2022-01-31,13.51,16.75,21.64,8.01,31.69
2022-02-01,13.41,16.75,21.89,7.9,31.59
2022-02-02,13.11,16.47,21.6,7.84,31.3
2022-02-03,13.05,16.71,21.78,7.86,30.5
2022-02-04,13.01,16.74,21.9,8.02,30.4
2022-02-07,12.9,16.77,21.8,7.97,30.55
2022-02-08,12.78,16.83,21.94,7.99,29.78
2022-02-09,13.13,15.35,21.07,7.9,29.85
2022-02-10,13.32,15.47,21.35,8.0,29.3
2022-02-11,13.42,15.63,22.41,8.2,29.1
2022-02-14,13.6,15.75,22.24,8.27,29.99
2022-02-15,13.88,15.93,22.49,8.29,32.4
2022-02-16,13.61,16.06,22.4,8.33,30.84
2022-02-17,13.41,15.9,21.99,8.19,30.2
2022-02-18,13.33,15.97,22.1,8.22,29.37
2022-02-21,13.04,15.71,21.66,7.98,29.29
2022-02-22,13.28,15.71,21.8,7.98,29.3
2022-02-23,13.37,15.52,21.55,7.87,28.38
2022-02-24,13.4,15.17,21.1,7.38,29.09
2022-02-25,13.72,15.22,21.42,7.53,28.34
2022-03-02,13.11,15.09,21.05,7.51,29.16
2022-03-03,12.8,15.28,21.05,7.51,30.13
2022-03-04,12.58,14.99,18.18,7.44,30.38
2022-03-07,12.12,12.9,17.78,7.23,29.96
2022-03-08,12.13,13.01,17.73,7.15,30.44
2022-03-09,12.58,13.76,18.5,7.5,31.5
2022-03-10,12.08,13.63,18.4,7.41,30.58
2022-03-11,11.9,13.51,18.4,7.38,30.26
2022-03-14,12.02,13.65,18.55,7.41,29.91
2022-03-15,12.16,13.58,18.65,7.38,29.11
2022-03-16,12.44,13.81,19.11,7.48,30.83
2022-03-17,12.58,13.91,19.51,7.65,31.91
2022-03-18,12.86,13.88,19.68,7.76,32.09
2022-03-21,12.8,14.14,20.05,7.93,31.38
2022-03-22,12.98,14.32,20.38,8.07,31.81
2022-03-23,12.81,14.24,20.26,8.1,31.57
2022-03-24,12.82,14.4,20.25,8.13,31.94
2022-03-25,12.93,14.59,20.27,8.21,31.7
2022-03-28,13.31,14.53,20.26,8.1,32.43
2022-03-29,13.77,14.71,20.68,8.23,32.77
2022-03-30,13.69,14.65,20.69,8.13,32.96
2022-03-31,13.9,14.49,20.41,8.15,33.65
2022-04-01,13.89,14.39,20.46,8.13,34.15
2022-04-04,13.71,14.34,20.34,8.08,33.8
2022-04-05,13.6,13.96,19.82,7.96,33.42
2022-04-06,13.5,13.85,19.75,7.93,33.13
2022-04-07,13.6,13.9,19.75,7.82,32.93
2022-04-08,13.48,13.97,19.81,7.87,32.95
2022-04-11,13.72,14.0,19.71,7.79,31.42
2022-04-12,13.59,13.9,19.38,7.78,31.24
2022-04-13,13.39,14.04,19.42,7.68,31.43
2022-04-14,13.27,14.07,19.56,7.69,31.16
2022-04-18,13.28,14.34,19.62,7.72,30.8
2022-04-19,13.23,14.09,19.37,7.68,30.28
2022-04-20,13.3,14.04,19.39,7.67,30.32
2022-04-22,13.32,13.83,19.02,7.53,30.22
2022-04-25,13.65,13.76,19.08,7.6,30.12
2022-04-26,13.32,13.24,18.5,7.33,28.93
2022-04-27,13.25,13.24,18.23,7.3,30.53
2022-04-28,13.28,13.12,18.07,7.34,30.04
2022-04-29,13.11,13.02,17.38,7.22,29.05
2022-05-02,13.06,12.91,17.59,7.16,27.93
2022-05-03,12.86,12.97,17.69,7.03,27.42
2022-05-04,12.95,13.12,17.66,7.24,27.93
2022-05-05,12.39,12.73,17.3,7.01,27.18
2022-05-06,12.21,12.98,17.5,7.04,26.2
2022-05-09,12.36,13.17,17.39,6.89,25.73
2022-05-10,12.39,13.21,17.34,6.9,25.21
2022-05-11,12.59,13.43,17.76,6.9,25.19
2022-05-12,13.07,13.5,18.12,7.02,25.49
2022-05-13,13.13,13.69,18.31,7.07,25.58
2022-05-16,13.26,13.99,18.39,7.22,25.29
2022-05-17,13.3,14.26,18.65,7.24,25.97
2022-05-18,12.84,14.0,18.4,7.17,25.51
2022-05-19,12.77,13.97,18.39,7.14,24.64
2022-05-20,12.66,14.24,18.56,7.26,25.08
2022-05-23,12.71,13.89,19.03,7.33,25.64
2022-05-24,12.76,14.16,19.35,7.32,25.17
2022-05-25,12.67,14.02,18.97,7.26,24.43
2022-05-26,12.83,14.08,19.15,7.24,24.81
2022-05-27,12.83,14.18,19.31,7.18,25.31
2022-05-30,12.72,14.07,19.21,7.14,24.65
2022-05-31,12.81,14.25,19.38,7.15,24.49
